team,salary,player,position,season,percentile
Orlando Magic,1219590,DeShawn Stevenson, C,2007-2008,0.277511962
Portland Trail Blazers,1217400,Joe Johnson, G,2007-2008,0.275119617
Detroit Pistons,1200000,Kedrick Brown, SF,2007-2008,0.272727273
Cleveland Cavaliers,1200000,Jake Tsakalidis, SG,2007-2008,0.270334928
Miami Heat,1184400,Vladimir Radmanovic, SG,2007-2008,0.267942584
New Jersey Nets,1180200,Mamadou N'diaye, PG,2007-2008,0.265550239
Sacramento Kings,1168800,Richard Jefferson, SG,2007-2008,0.263157895
Charlotte Bobcats,1137000,Shaquille O'Neal, SF,2007-2008,0.26076555
New Jersey Nets,1133040,Tracy McGrady, C,2007-2008,0.258373206
Philadelphia 76ers,1130000,Grant Hill, PF,2007-2008,0.255980861
Houston Rockets,1122000,Eddie Jones, PG,2007-2008,0.253588517
Philadelphia 76ers,1103225,Tim Thomas, C,2007-2008,0.251196172
Utah Jazz,1100000,Antonio Davis, PG,2007-2008,0.248803828
New York Knicks,1091640,Paul Pierce, SF,2007-2008,0.246411483
Memphis Grizzlies,1087680,Vince Carter, PG,2007-2008,0.244019139
Madrid Real Madrid,1084080,Baron Davis, SG,2007-2008,0.241626794
Brooklyn Nets,1080000,Chris Webber, SG,2007-2008,0.23923445
Seattle SuperSonics,1077120,Steve Francis, C,2007-2008,0.236842105
Cleveland Cavaliers,1044120,Shawn Marion, PG,2007-2008,0.234449761
Detroit Pistons,1041360,Ray Allen, PF,2007-2008,0.232057416
Denver Nuggets,1011360,Elton Brand, SF,2007-2008,0.229665072
Los Angeles Lakers,1009560,Joe Johnson, PG,2007-2008,0.227272727
Utah Jazz,1005960,Theo Ratliff, SG,2007-2008,0.224880383
San Antonio Spurs,1000000,Mike Bibby, SG,2007-2008,0.222488038
Miami Heat,997800,Lamar Odom, PF,2007-2008,0.220095694
New York Knicks,990600,Kevin Garnett, PF,2007-2008,0.217703349
New Jersey Nets,974400,Pau Gasol, SF,2007-2008,0.215311005
Miami Heat,973328,Andrei Kirilenko, C,2007-2008,0.21291866
Houston Rockets,972720,Kenyon Martin, G,2007-2008,0.210526316
New York Knicks,967320,Rasheed Wallace, PG,2007-2008,0.208133971
Utah Jazz,945610,Zach Randolph, SF,2007-2008,0.205741627
Washington Wizards,945610,Raef LaFrentz, PG,2007-2008,0.203349282
Detroit Pistons,944520,Wally Szczerbiak, G,2007-2008,0.200956938
Phoenix Suns,931920,Larry Hughes, SF,2007-2008,0.198564593
New Orleans Hornets,895341,Gilbert Arenas, C,2007-2008,0.196172249
New Orleans Hornets,885294,Richard Jefferson, PF,2007-2008,0.193779904
Washington Wizards,862456,Jamal Mashburn, F,2007-2008,0.19138756
Sacramento Kings,862456,Stephon Marbury, PF,2007-2008,0.188995215
Brooklyn Nets,850000,Jason Kidd, C,2007-2008,0.186602871
LA Clippers,826046,Jermaine O'Neal, SF,2007-2008,0.184210526
Portland Trail Blazers,817000,Tim Duncan, PG,2007-2008,0.181818182
New York Knicks,810000,Steve Nash, C,2007-2008,0.179425837
Seattle SuperSonics,802000,Rashard Lewis, SF,2007-2008,0.177033493
LA Clippers,800000,Marcus Camby, PF,2007-2008,0.174641148
Atlanta Hawks,783000,Maurice Taylor, SG,2007-2008,0.172248804
Indiana Pacers,770610,Brad Miller, SG,2007-2008,0.169856459
LA Clippers,770610,Kelvin Cato, PG,2007-2008,0.167464115
LA Clippers,770610,Samuel Dalembert, PF,2007-2008,0.16507177
Dallas Mavericks,770610,Tony Parker, PF,2007-2008,0.162679426
Charlotte Bobcats,770610,Jerry Stackhouse, SG,2007-2008,0.160287081
Charlotte Bobcats,770610,Jamaal Magloire, PG,2007-2008,0.157894737
Phoenix Suns,770610,Kenny Thomas, PF,2007-2008,0.155502392
Memphis Grizzlies,770610,Richard Hamilton, SG,2007-2008,0.153110048
Phoenix Suns,770610,Andre Miller, PF,2007-2008,0.150717703
Portland Trail Blazers,770610,Bonzi Wells, SG,2007-2008,0.148325359
Boston Celtics,770610,P.J. Brown, C,2007-2008,0.145933014
Dallas Mavericks,761544,Austin Croshere, PF,2007-2008,0.14354067
Utah Jazz,750000,Lorenzen Wright, C,2007-2008,0.141148325
Atlanta Hawks,729000,Erick Dampier, PF,2007-2008,0.138755981
Seattle SuperSonics,693549,Jason Williams, PG,2007-2008,0.136363636
Minnesota Timberwolves,687456,Peja Stojakovic, PF,2007-2008,0.133971292
Charlotte Bobcats,687456,Doug Christie, C,2007-2008,0.131578947
Denver Nuggets,687456,Kwame Brown, SG,2007-2008,0.129186603
Boston Celtics,687456,Ben Wallace, PF,2007-2008,0.126794258
LA Clippers,687456,Troy Murphy, C,2007-2008,0.124401914
Los Angeles Lakers,687456,Adonal Foyle, SG,2007-2008,0.122009569
Golden State Warriors,687456,Darius Miles, SF,2007-2008,0.119617225
Boston Celtics,650000,Cuttino Mobley, PG,2007-2008,0.11722488
Denver Nuggets,634620,Desmond Mason, PF,2007-2008,0.114832536
San Antonio Spurs,625840,Jonathan Bender, C,2007-2008,0.112440191
Sacramento Kings,584757,Kurt Thomas, SG,2007-2008,0.110047847
LA Clippers,566625,Corey Maggette, SG,2007-2008,0.107655502
Sacramento Kings,561544,Al Harrington, PG,2007-2008,0.105263158
Memphis Grizzlies,538090,Stephen Jackson, PG,2007-2008,0.102870813
Orlando Magic,427163,Mark Blount, C,2007-2008,0.100478469
Boston Celtics,427163,Nazr Mohammed, PF,2007-2008,0.098086124
Chicago Bulls,427163,Jason Collins, PG,2007-2008,0.09569378
Portland Trail Blazers,427163,Eric Snow, PF,2007-2008,0.093301435
Los Angeles Lakers,427163,Jamaal Tinsley, PG,2007-2008,0.090909091
Toronto Raptors,427163,Hedo Turkoglu, SF,2007-2008,0.088516746
Washington Wizards,427163,Derek Fisher, PF,2007-2008,0.086124402
Cleveland Cavaliers,427163,Etan Thomas, SF,2007-2008,0.083732057
Milwaukee Bucks,427163,Tony Battie, G,2007-2008,0.081339713
null Unknown,427163,David Wesley, NA,2007-2008,0.078947368
null Unknown,427163,Matt Harpring, NA,2007-2008,0.076555024
Minnesota Timberwolves,427163,Devean George, PF,2007-2008,0.074162679
Boston Celtics,427163,Antonio Daniels, NA,2007-2008,0.071770335
Golden State Warriors,358107,Stromile Swift, C,2007-2008,0.06937799
Charlotte Bobcats,349041,Gerald Wallace, PG,2007-2008,0.066985646
Memphis Grizzlies,335442,Quentin Richardson, PG,2007-2008,0.064593301
Indiana Pacers,319116,Howard Eisley, C,2007-2008,0.062200957
San Antonio Spurs,278912,Antoine Walker, SG,2007-2008,0.059808612
Golden State Warriors,251272,Mike Miller, PG,2007-2008,0.057416268
Memphis Grizzlies,238588,Metta World Peace, SG,2007-2008,0.055023923
New Jersey Nets,231183,Rasho Nesterovic, C,2007-2008,0.052631579
Boston Celtics,226650,Jason Terry, PF,2007-2008,0.050239234
Indiana Pacers,213051,Jamal Crawford, SG,2007-2008,0.04784689
Utah Jazz,199452,Joe Smith, SG,2007-2008,0.045454545
Minnesota Timberwolves,199452,Ruben Patterson, C,2007-2008,0.043062201
Sacramento Kings,199452,Alvin Williams, PG,2007-2008,0.040669856
Miami Heat,181320,Scot Pollard, PG,2007-2008,0.038277512
San Antonio Spurs,172177,Danny Fortson, SG,2007-2008,0.035885167
Houston Rockets,142201,Sam Cassell, C,2007-2008,0.033492823
LA Clippers,125636,Corliss Williamson, PF,2007-2008,0.031100478
Seattle SuperSonics,122391,Ricky Davis, SF,2007-2008,0.028708134
Houston Rockets,100509,Juwan Howard, SF,2007-2008,0.026315789
Los Angeles Lakers,90660,Michael Olowokandi, C,2007-2008,0.023923445
Cleveland Cavaliers,87945,Brian Skinner, C,2007-2008,0.0215311
Miami Heat,67844,Shane Battier, G,2007-2008,0.019138756
Miami Heat,67844,Donyell Marshall, PF,2007-2008,0.016746411
Seattle SuperSonics,63462,Brent Barry, SF,2007-2008,0.014354067
San Antonio Spurs,50254,Brevin Knight, SG,2007-2008,0.011961722
Miami Heat,36395,Morris Peterson, SF,2007-2008,0.009569378
San Antonio Spurs,27198,Marc Jackson, SF,2007-2008,0.007177033
Memphis Grizzlies,24263,Chucky Atkins, SF,2007-2008,0.004784689
Toronto Raptors,4533,Greg Ostertag, PF,2007-2008,0.002392344
New Jersey Nets,4533,Trenton Hassell, SG,2007-2008,0
Boston Celtics,24751934,Damon Stoudamire, PF,2008-2009,0.997542998
Boston Celtics,18388430,Moochie Norris, SG,2008-2009,0.995085995
Dallas Mavericks,18077904,Eric Williams, PF,2008-2009,0.992628993
Boston Celtics,18077903,Chris Mihm, SF,2008-2009,0.99017199
Toronto Raptors,17810000,Speedy Claxton, SG,2008-2009,0.987714988
Orlando Magic,16447871,Bob Sura, PF,2008-2009,0.985257985
Milwaukee Bucks,15780000,Dale Davis, SG,2008-2009,0.982800983
Los Angeles Lakers,15106000,Tyronn Lue, C,2008-2009,0.98034398
Utah Jazz,15106000,Aaron Williams, SF,2008-2009,0.977886978
Phoenix Suns,15070550,Bruce Bowen, C,2008-2009,0.975429975
Houston Rockets,15070550,Bobby Jackson, C,2008-2009,0.972972973
Dallas Mavericks,21372000,Vitaly Potapenko, PG,2008-2009,0.970515971
Atlanta Hawks,14983603,Pat Garrity, PG,2008-2009,0.968058968
New Jersey Nets,14724125,Othella Harrington, SF,2008-2009,0.965601966
New York Knicks,14666667,Vladimir Radmanovic, PF,2008-2009,0.963144963
Washington Wizards,14653466,Keyon Dooling, PG,2008-2009,0.960687961
Cleveland Cavaliers,14500000,Zeljko Rebraca, PF,2008-2009,0.958230958
Denver Nuggets,14431816,Robert Horry, PF,2008-2009,0.955773956
Miami Heat,14410581,Tony Delk, SG,2008-2009,0.953316953
Toronto Raptors,14410581,Jake Tsakalidis, PF,2008-2009,0.950859951
Cleveland Cavaliers,14410581,Primoz Brezec, SF,2008-2009,0.948402948
Denver Nuggets,14410581,Earl Boykins, PF,2008-2009,0.945945946
Toronto Raptors,21372000,DeShawn Stevenson, C,2008-2009,0.943488943
Atlanta Hawks,14232567,Michael Finley, G,2008-2009,0.941031941
Los Angeles Lakers,14148596,Michael Doleac, PF,2008-2009,0.938574939
Detroit Pistons,13930000,Brian Scalabrine, PF,2008-2009,0.936117936
Cleveland Cavaliers,13775000,Clifford Robinson, SG,2008-2009,0.933660934
Orlando Magic,13758000,Jake Voskuhl, C,2008-2009,0.931203931
Philadelphia 76ers,13757844,Mark Madsen, PF,2008-2009,0.928746929
Milwaukee Bucks,13200000,Toni Kukoc, F,2008-2009,0.926289926
New York Knicks,12827676,Dikembe Mutombo, SG,2008-2009,0.923832924
Portland Trail Blazers,12722500,DeSagana Diop, C,2008-2009,0.921375921
New Orleans Hornets,12528000,Jumaine Jones, SF,2008-2009,0.918918919
Los Angeles Lakers,21262500,Jon Barry, SF,2008-2009,0.916461916
Phoenix Suns,12250000,Lindsey Hunter, PG,2008-2009,0.914004914
Phoenix Suns,21000000,Brian Grant, C,2008-2009,0.911547912
Detroit Pistons,20840625,Derek Anderson, SG,2008-2009,0.909090909
Boston Celtics,20840625,Scott Padgett, PG,2008-2009,0.906633907
San Antonio Spurs,20598704,Joel Przybilla, C,2008-2009,0.904176904
Houston Rockets,20370437,Milt Palacio, SG,2008-2009,0.901719902
Charlotte Bobcats,12222221,Bo Outlaw, SG,2008-2009,0.899262899
Utah Jazz,11593817,Stacey Augmon, PF,2008-2009,0.896805897
Dallas Mavericks,11553000,Jacque Vaughn, C,2008-2009,0.894348894
San Antonio Spurs,11550000,Mikki Moore, PG,2008-2009,0.891891892
Sacramento Kings,11375000,Anthony Carter, C,2008-2009,0.889434889
New Orleans Hornets,11350000,Ryan Bowen, C,2008-2009,0.886977887
Philadelphia 76ers,11300000,Calvin Booth, SG,2008-2009,0.884520885
LA Clippers,11250000,Mateen Cleaves, PG,2008-2009,0.882063882
Philadelphia 76ers,11238564,Michael Bradley, C,2008-2009,0.87960688
Detroit Pistons,11050000,Alan Henderson, PG,2008-2009,0.877149877
Minnesota Timberwolves,11000000,Nick Van Exel, C,2008-2009,0.874692875
Golden State Warriors,11000000,DerMarr Johnson, SG,2008-2009,0.872235872
Cleveland Cavaliers,10841615,Charles Smith, C,2008-2009,0.86977887
Detroit Pistons,10812500,Darrell Armstrong, SG,2008-2009,0.867321867
New Jersey Nets,10602667,Kevin Garnett, SF,2008-2009,0.864864865
Philadelphia 76ers,10333334,Grant Hill, PG,2008-2009,0.862407862
Indiana Pacers,10126984,Ben Wallace, PF,2008-2009,0.85995086
LA Clippers,10000000,Paul Pierce, C,2008-2009,0.857493857
Chicago Bulls,10000000,Vince Carter, SG,2008-2009,0.855036855
Dallas Mavericks,9945000,Dirk Nowitzki, SF,2008-2009,0.852579853
Washington Wizards,9923285,Baron Davis, PF,2008-2009,0.85012285
San Antonio Spurs,9905248,Steve Francis, G,2008-2009,0.847665848
New Orleans Hornets,9862500,Shawn Marion, F,2008-2009,0.845208845
New York Knicks,9723983,Ray Allen, C,2008-2009,0.842751843
Denver Nuggets,9680000,Elton Brand, C,2008-2009,0.84029484
Charlotte Bobcats,9537500,Shaquille O'Neal, C,2008-2009,0.837837838
Charlotte Bobcats,9500000,Larry Hughes, SF,2008-2009,0.835380835
LA Clippers,9500000,Michael Redd, C,2008-2009,0.832923833
Detroit Pistons,9500000,Joe Johnson, SF,2008-2009,0.83046683
Chicago Bulls,9385000,Mike Bibby, SF,2008-2009,0.828009828
Washington Wizards,9249980,Amar'e Stoudemire, SF,2008-2009,0.825552826
New York Knicks,9226250,Yao Ming, PF,2008-2009,0.823095823
Dallas Mavericks,9196000,Pau Gasol, G,2008-2009,0.820638821
Minnesota Timberwolves,9052460,Andrei Kirilenko, PF,2008-2009,0.818181818
Minnesota Timberwolves,9028575,Lamar Odom, SG,2008-2009,0.815724816
Golden State Warriors,9000000,Kenyon Martin, C,2008-2009,0.813267813
Charlotte Bobcats,9000000,Jason Kidd, C,2008-2009,0.810810811
Indiana Pacers,9000000,Zach Randolph, SG,2008-2009,0.808353808
LA Clippers,8925000,Wally Szczerbiak, SG,2008-2009,0.805896806
Sacramento Kings,8760335,Theo Ratliff, SG,2008-2009,0.803439803
Indiana Pacers,6864200,Rasheed Wallace, SG,2008-2009,0.800982801
Washington Wizards,6864200,Raef LaFrentz, C,2008-2009,0.798525799
Utah Jazz,6750000,Carlos Boozer, PG,2008-2009,0.796068796
Oklahoma City Thunder,6750000,Richard Jefferson, PF,2008-2009,0.793611794
Memphis Grizzlies,6575000,Gilbert Arenas, PG,2008-2009,0.791154791
Miami Heat,6575000,Peja Stojakovic, PF,2008-2009,0.788697789
Milwaukee Bucks,6500000,Steve Nash, PG,2008-2009,0.786240786
Sacramento Kings,6487888,Jermaine O'Neal, PG,2008-2009,0.783783784
Houston Rockets,6448900,Jason Richardson, SF,2008-2009,0.781326781
Chicago Bulls,6404750,Kobe Bryant, SG,2008-2009,0.778869779
Oklahoma City Thunder,6350000,Tim Duncan, F,2008-2009,0.776412776
Portland Trail Blazers,6310150,Allen Iverson, C,2008-2009,0.773955774
Minnesota Timberwolves,6300000,Stephon Marbury, PF,2008-2009,0.771498771
Milwaukee Bucks,6294195,Tracy McGrady, C,2008-2009,0.769041769
Milwaukee Bucks,6250195,Erick Dampier, C,2008-2009,0.766584767
Washington Wizards,6244093,Brad Miller, PG,2008-2009,0.764127764
Washington Wizards,6200000,Samuel Dalembert, PG,2008-2009,0.761670762
Oklahoma City Thunder,6200000,Tony Parker, PG,2008-2009,0.759213759
Sacramento Kings,6200000,Zydrunas Ilgauskas, PF,2008-2009,0.756756757
New York Knicks,6200000,Rashard Lewis, C,2008-2009,0.754299754
Phoenix Suns,6100000,Jerry Stackhouse, G,2008-2009,0.751842752
New York Knicks,8685500,Richard Hamilton, SF,2008-2009,0.749385749
New York Knicks,8640000,Tyson Chandler, SG,2008-2009,0.746928747
Sacramento Kings,8562500,Andre Miller, PF,2008-2009,0.744471744
Miami Heat,8513916,Marcus Camby, C,2008-2009,0.742014742
Utah Jazz,8500000,Bobby Simmons, C,2008-2009,0.73955774
Indiana Pacers,8400000,P.J. Brown, C,2008-2009,0.737100737
Cleveland Cavaliers,8353000,Jamaal Magloire, PG,2008-2009,0.734643735
Golden State Warriors,8275862,Kwame Brown, SF,2008-2009,0.732186732
Sacramento Kings,8000000,Troy Murphy, SF,2008-2009,0.72972973
Indiana Pacers,8000000,Manu Ginobili, PG,2008-2009,0.727272727
New Jersey Nets,7800000,Jason Williams, PG,2008-2009,0.724815725
Orlando Magic,7700000,Mehmet Okur, G,2008-2009,0.722358722
Oklahoma City Thunder,7647500,Eddy Curry, PF,2008-2009,0.71990172
Toronto Raptors,7438018,Cuttino Mobley, PG,2008-2009,0.717444717
Houston Rockets,7400000,Adonal Foyle, SF,2008-2009,0.714987715
Cleveland Cavaliers,7312500,Doug Christie, PG,2008-2009,0.712530713
Golden State Warriors,7140000,Jason Terry, SF,2008-2009,0.71007371
Memphis Grizzlies,7020000,Desmond Mason, C,2008-2009,0.707616708
Dallas Mavericks,7000000,Nene Hilario, SF,2008-2009,0.705159705
Sacramento Kings,6077151,Tayshaun Prince, SF,2008-2009,0.702702703
New York Knicks,6049400,Kurt Thomas, PF,2008-2009,0.7002457
Charlotte Bobcats,6049400,Darius Miles, C,2008-2009,0.697788698
Charlotte Bobcats,6049400,Al Harrington, SF,2008-2009,0.695331695
Utah Jazz,6000000,Mike Miller, SF,2008-2009,0.692874693
Toronto Raptors,5784480,Antoine Walker, SG,2008-2009,0.69041769
Cleveland Cavaliers,5784480,Metta World Peace, C,2008-2009,0.687960688
Atlanta Hawks,5757818,Quentin Richardson, PG,2008-2009,0.685503686
Orlando Magic,5746000,Malik Rose, C,2008-2009,0.683046683
Atlanta Hawks,5636142,Mike Dunleavy, PF,2008-2009,0.680589681
Sacramento Kings,5632200,Caron Butler, C,2008-2009,0.678132678
New Orleans Hornets,5592240,Austin Croshere, SG,2008-2009,0.675675676
New York Knicks,5585000,Mark Blount, PG,2008-2009,0.673218673
Sacramento Kings,5585000,Rasho Nesterovic, PG,2008-2009,0.670761671
Charlotte Bobcats,5585000,Derek Fisher, C,2008-2009,0.668304668
Washington Wizards,5500000,Marquis Daniels, C,2008-2009,0.665847666
Indiana Pacers,5500000,Etan Thomas, PF,2008-2009,0.663390663
Orlando Magic,5300000,Jamaal Tinsley, SF,2008-2009,0.660933661
Oklahoma City Thunder,5300000,LeBron James, SF,2008-2009,0.658476658
Toronto Raptors,5176440,Jason Collins, C,2008-2009,0.656019656
Utah Jazz,5069449,Tony Battie, PG,2008-2009,0.653562654
Charlotte Bobcats,5050000,Donyell Marshall, SG,2008-2009,0.651105651
Portland Trail Blazers,5011680,Troy Hudson, C,2008-2009,0.648648649
Charlotte Bobcats,5000000,Gerald Wallace, SG,2008-2009,0.646191646
Denver Nuggets,4985001,Marko Jaric, SG,2008-2009,0.643734644
Utah Jazz,4956818,Udonis Haslem, SG,2008-2009,0.641277641
Orlando Magic,4900000,Jeff Foster, PG,2008-2009,0.638820639
Chicago Bulls,4822800,Stromile Swift, PG,2008-2009,0.636363636
Oklahoma City Thunder,4778548,Brian Skinner, C,2008-2009,0.633906634
Los Angeles Lakers,4700000,Shareef Abdur-Rahim, PG,2008-2009,0.631449631
Philadelphia 76ers,4640000,Jerome James, C,2008-2009,0.628992629
Portland Trail Blazers,4631400,Shane Battier, PF,2008-2009,0.626535627
Boston Celtics,4578880,Dan Gadzuric, C,2008-2009,0.624078624
New Orleans Hornets,4574189,Bobby Jackson, PG,2008-2009,0.621621622
Toronto Raptors,4550000,Darko Milicic, SG,2008-2009,0.619164619
Los Angeles Lakers,4524887,Jamal Crawford, SG,2008-2009,0.616707617
Cleveland Cavaliers,4500000,Kenny Thomas, SG,2008-2009,0.614250614
Philadelphia 76ers,4500000,Corey Maggette, SG,2008-2009,0.611793612
Oklahoma City Thunder,4484040,Speedy Claxton, SF,2008-2009,0.609336609
Milwaukee Bucks,4460186,Sam Cassell, PG,2008-2009,0.606879607
Los Angeles Lakers,4420000,Joe Smith, SF,2008-2009,0.604422604
New Jersey Nets,4350000,Ruben Patterson, SF,2008-2009,0.601965602
Miami Heat,4314960,Drew Gooden, SF,2008-2009,0.5995086
Toronto Raptors,4260000,Danny Fortson, PG,2008-2009,0.597051597
Portland Trail Blazers,4250000,Matt Harpring, PG,2008-2009,0.594594595
Washington Wizards,4235000,Corliss Williamson, PF,2008-2009,0.592137592
San Antonio Spurs,4200000,Juwan Howard, PF,2008-2009,0.58968059
Charlotte Bobcats,4159200,James Posey, SF,2008-2009,0.587223587
Charlotte Bobcats,4148715,Ricky Davis, PG,2008-2009,0.584766585
Atlanta Hawks,4023720,Chauncey Billups, C,2008-2009,0.582309582
Memphis Grizzlies,4010005,Chris Wilcox, SG,2008-2009,0.57985258
Miami Heat,4010000,Stephen Jackson, SG,2008-2009,0.577395577
Detroit Pistons,4000000,Eric Snow, C,2008-2009,0.574938575
San Antonio Spurs,4000000,Nazr Mohammed, SF,2008-2009,0.572481572
Atlanta Hawks,4000000,Jared Jeffries, C,2008-2009,0.57002457
Memphis Grizzlies,3875040,Mike James, SG,2008-2009,0.567567568
Memphis Grizzlies,3862600,Vladimir Radmanovic, C,2008-2009,0.565110565
Cleveland Cavaliers,3850000,Brent Barry, SG,2008-2009,0.562653563
Dallas Mavericks,3792112,Marc Jackson, PF,2008-2009,0.56019656
Portland Trail Blazers,3771133,Dwight Howard, SF,2008-2009,0.557739558
Chicago Bulls,3749880,Carmelo Anthony, PF,2008-2009,0.555282555
Utah Jazz,3700000,Andrew Bogut, SF,2008-2009,0.552825553
Cleveland Cavaliers,3700000,Eduardo Najera, SG,2008-2009,0.55036855
Detroit Pistons,3666667,Morris Peterson, C,2008-2009,0.547911548
Minnesota Timberwolves,3650000,Andrea Bargnani, SF,2008-2009,0.545454545
Memphis Grizzlies,3630480,Raja Bell, PG,2008-2009,0.542997543
New Orleans Hornets,3630000,Brendan Haywood, SF,2008-2009,0.540540541
Washington Wizards,3616072,Brevin Knight, SG,2008-2009,0.538083538
San Antonio Spurs,3600000,John Salmons, C,2008-2009,0.535626536
Oklahoma City Thunder,3579131,Trenton Hassell, C,2008-2009,0.533169533
