,PLAYER,TEAM,GP_x,MPG_x,OFF_x,ORPG_x,DEF_x,DRPG_x,REB_x,RPG_x,RP40_x,GP_y,MPG_y,OFF_y,ORPG_y,DEF_y,DRPG_y,REB_y,RPG_y,RP40_y,GP_x,PPG_x,FGM_x,FGA_x,FGM_x,FGA_x,FG%_x,2PM_x,2PA_x,2P%_x,PPS_x,FG%_x,GP_y,PPG_y,FGM_y,FGA_y,FGM_y,FGA_y,FG%_y,2PM_y,2PA_y,2P%_y,PPS_y,FG%_y,GP_x,PPG_x,FTM_x,FTA_x,FTM_x,FTA_x,FT%_x,GP_y,PPG_y,FTM_y,FTA_y,FTM_y,FTA_y,FT%_y,GP_x,PPG_x,3PM_x,3PA_x,3PM_x,3PA_x,3P%_x,2PM_x,2PA_x,2P%_x,PPS_x,FG%_x,GP_y,PPG_y,3PM_y,3PA_y,3PM_y,3PA_y,3P%_y,2PM_y,2PA_y,2P%_y,PPS_y,FG%_y,GP_x,MPG_x,AST_x,APG_x,TO_x,TOPG_x,AP40M_x,AST/TO_x,GP_y,MPG_y,AST_y,APG_y,TO_y,TOPG_y,AP40M_y,AST/TO_y,GP_x,MPG_x,STL_x,STPG_x,STP40M_x,TO_x,TOPG_x,PF_x,ST/TO_x,ST/PF_x,GP_y,MPG_y,STL_y,STPG_y,STP40M_y,TO_y,TOPG_y,PF_y,ST/TO_y,ST/PF_y,GP_x,MPG_x,BLK_x,PF_x,BLKPG_x,BLKP40M_x,BLK/PF_x,GP_y,MPG_y,BLK_y,PF_y,BLKPG_y,BLKP40M_y,BLK/PF_y,GP_x,MPG_x,PTS_x,FGM-FGA_x,FG%_x,3PM-3PA_x,3P%_x,FTM-FTA_x,FT%_x,GP_y,MPG_y,PTS_y,FGM-FGA_y,FG%_y,3PM-3PA_y,3P%_y,FTM-FTA_y,FT%_y,GP_x,MPG_x,PTS_x,FGM-FGA_x,FG%_x,3PM-3PA_x,3P%_x,FTM-FTA_x,FT%_x,GP_y,MPG_y,PTS_y,FGM-FGA_y,FG%_y,3PM-3PA_y,3P%_y,FTM-FTA_y,FT%_y
443,Langston Galloway,JOES,,,,,,,,,,,,,,,,,,,1,25.0,8.0,13.0,8,13,.615,4,6,.667,1.92,.769,,,,,,,,,,,,,,,,,,,,33,12.8,2.6,2.9,86,97,.887,1,16.0,4.0,8,4,8,.500,2,5,.400,1.23,.615,33,17.5,3.2,7,104,237,.439,78,178,.438,1.39,.564,,,,,,,,,,,,,,,,,,,,,,,,,,,33,34.3,56,1.70,1.98,40,1.21,81,1.40,0.69,,,,,,,,,,,,,,,1,45.0,25.0,8.0-13.0,.615,4.0-7.0,.571,5.0-6.0,.833,,,,,,,,,,,,,,,,,,,33,35.7,522,180-365,.493,90-190,.474,72-91,.791
444,Lonzo Ball,UCLA,,,,,,,,,,,,,,,,,,,3,14.3,5.7,9.0,17,27,.630,10,11,.909,1.59,.759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,36.7,20,6.7,6,2.0,7.3,3.33,33,34.9,254,7.7,83,2.5,8.8,3.06,,,,,,,,,,,33,34.9,64,1.94,2.22,83,2.52,63,0.77,1.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445,Lorenzo Brown,NCST,,,,,,,,,,,,,,,,,,,1,22.0,9.0,15.0,9,15,.600,8,9,.889,1.47,.633,,,,,,,,,,,,,,,,,,,,,,,,,,,3,13.0,1.7,3,5,9,.556,6,21,.286,1.30,.450,,,,,,,,,,,,,1,39.0,9,9.0,3,3.0,9.2,3.00,32,34.1,230,7.2,111,3.5,8.4,2.07,3,39.0,6,2.00,2.05,8,2.67,7,0.75,0.86,32,34.1,65,2.03,2.39,111,3.47,61,0.59,1.07,,,,,,,,,,,,,,,1,39.0,22.0,9.0-15.0,.600,1.0-6.0,.167,3.0-4.0,.750,,,,,,,,,,,,,,,,,,,,,,,,,,,
446,Luther Head,ILL,,,,,,,,,,,,,,,,,,,3,8.3,3.3,6.0,10,18,.556,6,7,.857,1.39,.667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,8.0,1.1,3,26,59,.441,37,60,.617,1.55,.639,3,20.0,13,4.3,7,2.3,8.7,1.86,,,,,,,,,2,26.0,4,2.00,3.08,4,2.00,2,1.00,2.00,,,,,,,,,,,,,,,,,,,,,,,,,6,36.3,16.7,5.8-15.2,.385,3.8-9.7,.397,1.2-1.7,.700,,,,,,,,,,6,36.3,100,35-91,.385,23-58,.397,7-10,.700,33,32.7,522,179-371,.482,93-225,.413,71-89,.798
447,Malcolm Delaney,VT,,,,,,,,,,,,,,,,,,,3,14.7,5.3,8.7,16,26,.615,7,11,.636,1.69,.788,,,,,,,,,,,,,2,17.0,8.0,9.0,16,18,.889,30,20.4,7.1,8.4,213,252,.845,3,14.7,3.0,5,9,15,.600,7,11,.636,1.69,.788,,,,,,,,,,,,,2,37.5,8,4.0,4,2.0,4.3,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,37.5,21.5,6.5-12.5,.520,3.0-6.0,.500,5.5-6.5,.846,30,35.4,20.4,5.7-14.6,.391,1.9-6.2,.306,7.1-8.4,.845,2,37.5,43,13-25,.520,6-12,.500,11-13,.846,30,35.4,612,171-437,.391,57-186,.306,213-252,.845
448,Mario Chalmers,KU,,,,,,,,,,,,,,,,,,,1,15.0,6.0,11.0,6,11,.545,4,7,.571,1.36,.636,,,,,,,,,,,,,6,14.8,2.7,3.5,16,21,.762,,,,,,,,1,15.0,2.0,4,2,4,.500,4,7,.571,1.36,.636,33,12.4,1.8,4,60,125,.480,74,132,.561,1.59,.638,4,28.5,20,5.0,16,4.0,7.0,1.25,33,29.5,151,4.6,65,2.0,6.2,2.32,1,34.0,3,3.00,3.53,5,5.00,5,0.60,0.60,32,25.8,86,2.69,4.17,88,2.75,70,0.98,1.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,28.5,46,16-31,.516,6-12,.500,8-12,.667,,,,,,,,,
449,Matthew Dellavedova,SMC,,,,,,,,,,,,,,,,,,,1,16.0,6.0,10.0,6,10,.600,2,4,.500,1.60,.800,,,,,,,,,,,,,1,12.0,5.0,5.0,5,5,1.000,31,12.5,2.8,3.3,88,101,.871,1,16.0,4.0,6,4,6,.667,2,4,.500,1.60,.800,,,,,,,,,,,,,1,38.0,7,7.0,2,2.0,7.4,3.50,31,36.1,141,4.5,59,1.9,5.0,2.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,36.2,521,160-394,.406,80-214,.374,121-138,.877
450,Maurice Ager,MSU,,,,,,,,,,,,,,,,,,,1,27.0,10.0,18.0,10,18,.556,6,7,.857,1.50,.667,,,,,,,,,,,,,5,18.2,5.4,6.2,27,31,.871,,,,,,,,4,10.5,1.8,4,7,14,.500,8,14,.571,1.50,.661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,34.0,27.0,10.0-18.0,.556,4.0-11.0,.364,3.0-4.0,.750,33,34.4,19.1,6.5-14.5,.453,2.4-6.4,.376,3.6-4.7,.761,4,18.5,42,15-28,.536,7-14,.500,5-5,1.000,33,34.4,629,216-477,.453,79-210,.376,118-155,.761
451,Mike Hall,BYU,,,,,,,,,,,,,,,,,,,1,17.0,6.0,9.0,6,9,.667,3,6,.500,1.89,.833,,,,,,,,,,,,,,,,,,,,,,,,,,,1,17.0,3.0,3,3,3,1.000,3,6,.500,1.89,.833,,,,,,,,,,,,,1,31.0,4,4.0,1,1.0,5.2,4.00,,,,,,,,,1,31.0,2,2.00,2.58,1,1.00,2,2.00,1.00,,,,,,,,,,,1,31.0,1,2,1.00,1.29,0.50,,,,,,,,1,31.0,17.0,6.0-9.0,.667,3.0-3.0,1.000,2.0-5.0,.400,,,,,,,,,,,,,,,,,,,,,,,,,,,
452,Mike Tobey,UVA,,,,,,,,,,,,,,,,,,,3,10.0,3.7,6.0,11,18,.611,11,18,.611,1.67,.611,33,6.8,2.9,5.1,97,167,.581,95,158,.601,1.35,.587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,15.7,4,1,1.33,3.40,4.00,,,,,,,,,,,,,,,,,,,,,,,,,,4,15.5,46,22-31,.710,0-1,.000,2-3,.667,,,,,,,,,
453,Mustafa Shakur,ARIZ,,,,,,,,,,,,,,,,,,,1,14.0,5.0,6.0,5,6,.833,4,5,.800,2.33,.917,,,,,,,,,,,,,4,5.8,2.3,2.8,9,11,.818,,,,,,,,2,19.0,3.5,5,7,9,.778,6,15,.400,1.58,.688,,,,,,,,,,,,,1,37.0,8,8.0,8,8.0,8.6,1.00,29,30.0,132,4.6,82,2.8,6.1,1.61,1,37.0,2,2.00,2.16,8,8.00,3,0.25,0.67,,,,,,,,,,,,,,,,,,,,,,,,,2,38.0,19.0,6.5-12.0,.542,3.5-4.5,.778,2.5-3.5,.714,,,,,,,,,,2,38.0,38,13-24,.542,7-9,.778,5-7,.714,,,,,,,,,
454,Nate Robinson,WASH,,,,,,,,,,,,,,,,,,,1,27.0,9.0,15.0,9,15,.600,7,8,.875,1.80,.667,,,,,,,,,,,,,1,27.0,7.0,8.0,7,8,.875,30,12.7,2.7,3.1,80,94,.851,,,,,,,,,,,,,,,,,,,,,,,,,3,27.7,11,3.7,5,1.7,5.3,2.20,32,31.8,148,4.6,66,2.1,5.8,2.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,32.0,27.0,9.0-15.0,.600,2.0-7.0,.286,7.0-8.0,.875,,,,,,,,,,3,27.7,40,14-28,.500,3-11,.273,9-13,.692,32,31.8,534,174-378,.460,59-150,.393,127-161,.789
455,OG Anunoby,IND,,,,,,,,,,,,,,,,,,,3,7.7,3.3,5.0,10,15,.667,7,11,.636,1.53,.767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
456,Patric Young,FLA,,,,,,,,,,,,,,,,,,,4,9.3,4.0,5.5,16,22,.727,16,22,.727,1.68,.727,33,10.3,4.3,7.1,141,234,.603,141,234,.603,1.46,.603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,28.4,9,9,1.80,2.54,1.00,33,26.5,55,77,1.67,2.52,0.71,,,,,,,,,,,,,,,,,,,5,28.4,52,21-44,.477,0-0,.000,10-17,.588,,,,,,,,,
457,Patrick Beverley,ARK,,,,,,,,,,,,,,,,,,,2,13.0,4.5,7.5,9,15,.600,6,8,.750,1.73,.700,,,,,,,,,,,,,1,15.0,7.0,8.0,7,8,.875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,34.4,60,1.76,2.05,70,2.06,73,0.86,0.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
458,Patrick Ewing Jr.,GTWN,,,,,,,,,,,,,,,,,,,2,6.0,3.0,5.0,6,10,.600,6,8,.750,1.20,.600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
459,Phil Pressey,MIZ,,,,,,,,,,,,,,,,,,,1,20.0,6.0,9.0,6,9,.667,2,4,.500,2.22,.889,,,,,,,,,,,,,1,20.0,4.0,4.0,4,4,1.000,,,,,,,,1,7.0,1.0,2,1,2,.500,2,7,.286,0.78,.389,,,,,,,,,,,,,1,24.0,5,5.0,1,1.0,8.3,5.00,33,33.7,233,7.1,119,3.6,8.4,1.96,1,24.0,5,5.00,8.33,1,1.00,0,5.00,0.00,29,22.2,56,1.93,3.48,64,2.21,62,0.88,0.90,,,,,,,,,,,,,,,1,34.0,20.0,6.0-9.0,.667,4.0-5.0,.800,4.0-4.0,1.000,,,,,,,,,,,,,,,,,,,,,,,,,,,
460,Quincy Douby,RUTG,,,,,,,,,,,,,,,,,,,2,31.0,11.5,20.5,23,41,.561,12,19,.632,1.51,.695,,,,,,,,,,,,,5,19.6,4.6,5.6,23,28,.821,31,25.1,4.6,5.5,144,169,.852,2,31.0,5.5,11,11,22,.500,12,19,.632,1.51,.695,28,11.2,1.9,5,54,126,.429,52,123,.423,1.26,.534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,37.0,31.0,11.5-20.5,.561,5.5-11.0,.500,2.5-3.5,.714,31,36.7,25.1,8.5-18.7,.455,3.4-8.6,.393,4.6-5.5,.852,2,37.0,62,23-41,.561,11-22,.500,5-7,.714,31,36.7,777,264-580,.455,105-267,.393,144-169,.852
461,Quinn Cook,DUKE,,,,,,,,,,,,,,,,,,,1,23.0,8.0,11.0,8,11,.727,1,1,1.000,2.09,1.045,,,,,,,,,,,,,4,5.8,2.3,2.5,9,10,.900,33,15.7,2.5,2.8,82,92,.891,1,23.0,7.0,10,7,10,.700,1,1,1.000,2.09,1.045,,,,,,,,,,,,,4,31.5,24,6.0,7,1.8,7.6,3.43,32,33.8,166,5.2,72,2.3,6.1,2.31,1,35.0,2,2.00,2.29,2,2.00,3,1.00,0.67,,,,,,,,,,,,,,,,,,,,,,,,,1,35.0,23.0,8.0-11.0,.727,7.0-10.0,.700,0.0-0.0,.000,,,,,,,,,,6,36.3,81,27-60,.450,11-30,.367,16-18,.889,,,,,,,,,
462,Rashad McCants,UNC,,,,,,,,,,,,,,,,,,,3,21.7,8.0,14.7,24,44,.545,16,25,.640,1.48,.636,,,,,,,,,,,,,,,,,,,,,,,,,,,6,17.0,2.5,5,15,30,.500,21,44,.477,1.38,.588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,35.5,5,2.50,2.82,5,2.50,4,1.00,1.25,,,,,,,,,,,2,35.5,2,4,1.00,1.13,0.50,,,,,,,,2,35.5,18.0,7.5-18.0,.417,3.0-8.5,.353,0.0-0.0,.000,28,31.8,20.1,7.2-14.8,.484,2.6-6.2,.414,3.2-4.3,.748,2,35.5,36,15-36,.417,6-17,.353,0-0,.000,28,31.8,563,201-415,.484,72-174,.414,89-119,.748
463,Robin Lopez,STAN,,,,,,,,,,,,,,,,,,,3,12.7,5.7,9.3,17,28,.607,17,28,.607,1.36,.607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,12.0,1,5,1.00,3.33,0.20,30,24.4,72,67,2.40,3.94,1.07,,,,,,,,,,,,,,,,,,,3,27.3,38,17-28,.607,0-0,.000,4-9,.444,,,,,,,,,
464,Rondae Hollis-Jefferson,ARIZ,,,,,,,,,,,,,,,,,,,4,14.0,4.5,6.8,18,27,.667,18,27,.667,2.07,.667,,,,,,,,,,,,,4,14.0,5.0,5.8,20,23,.870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,27.3,8,12,2.00,2.94,0.67,,,,,,,,,,,,,,,,,,,,,,,,,,4,27.3,56,18-27,.667,0-0,.000,20-23,.870,,,,,,,,,
465,Royal Ivey,TEX,,,,,,,,,,,,,,,,,,,3,13.7,3.7,6.7,11,20,.550,11,19,.579,2.05,.550,,,,,,,,,,,,,3,7.3,2.3,2.7,7,8,.875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,36.3,15,5.0,5,1.7,5.5,3.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,36.3,41,11-20,.550,0-1,.000,19-21,.905,,,,,,,,,
466,Ryan Hollins,UCLA,,,,,,,,,,,,,,,,,,,6,10.7,3.8,5.3,23,32,.719,23,32,.719,2.00,.719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,21.0,1,3,1.00,1.90,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,6,25.8,64,23-32,.719,0-0,.000,18-29,.621,,,,,,,,,
467,Sam Dekker,WIS,,,,,,,,,,,,,,,,,,,6,19.2,7.3,12.8,44,77,.571,29,41,.707,1.49,.669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,34.2,19.2,7.3-12.8,.571,2.5-6.0,.417,2.0-2.8,.706,,,,,,,,,,5,28.2,52,17-38,.447,5-15,.333,13-17,.765,,,,,,,,,
468,Sam Young,PITT,,,,,,,,,,,,,,,,,,,2,9.0,4.0,7.5,8,15,.533,8,13,.615,1.20,.533,,,,,,,,,,,,,2,14.5,3.5,4.0,7,8,.875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,29.5,5,6,2.50,3.39,0.83,,,,,,,,4,38.5,23.3,8.3-15.8,.524,3.0-6.3,.480,3.8-4.0,.938,32,31.0,18.7,7.1-14.3,.499,1.3-3.8,.350,3.1-4.3,.717,3,22.0,37,12-29,.414,1-4,.250,12-21,.571,32,31.0,597,228-457,.499,42-120,.350,99-138,.717
469,Samardo Samuels,LOU,,,,,,,,,,,,,,,,,,,1,16.0,6.0,8.0,6,8,.750,6,8,.750,2.00,.750,33,11.9,4.5,7.5,147,249,.590,147,248,.593,1.58,.590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,27.8,10,12,2.50,3.60,0.83,,,,,,,,,,,,,,,,,,,,,,,,,,4,27.8,42,16-33,.485,0-0,.000,10-16,.625,,,,,,,,,
470,Sean Williams,BC,,,,,,,,,,,,,,,,,,,2,8.5,3.5,5.0,7,10,.700,7,10,.700,1.70,.700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,22.5,3,7,1.50,2.67,0.43,24,16.6,46,72,1.92,4.61,0.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
471,Shaquille Harrison,TLSA,,,,,,,,,,,,,,,,,,,1,23.0,10.0,13.0,10,13,.769,9,12,.750,1.77,.808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,30.0,5,5.0,2,2.0,6.7,2.50,,,,,,,,,1,33.0,2,2.00,2.42,2,2.00,2,1.00,1.00,33,30.2,60,1.82,2.41,73,2.21,73,0.82,0.82,,,,,,,,,,,,,,,1,30.0,23.0,10.0-13.0,.769,1.0-1.0,1.000,2.0-5.0,.400,,,,,,,,,,,,,,,,,,,,,,,,,,,
472,Shavlik Randolph,DUKE,,,,,,,,,,,,,,,,,,,5,10.2,4.0,5.2,20,26,.769,20,26,.769,1.96,.769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,16.6,5,20,1.00,2.41,0.25,26,18.8,42,78,1.62,3.44,0.54,,,,,,,,,,,,,,,,,,,5,16.6,51,20-26,.769,0-0,.000,11-20,.550,,,,,,,,,
473,Sonny Weems,ARK,,,,,,,,,,,,,,,,,,,2,25.0,10.0,17.0,20,34,.588,16,24,.667,1.47,.647,,,,,,,,,,,,,2,25.0,3.0,3.0,6,6,1.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,36.5,25.0,10.0-17.0,.588,2.0-5.0,.400,3.0-3.0,1.000,,,,,,,,,,2,36.5,50,20-34,.588,4-10,.400,6-6,1.000,,,,,,,,,
474,Steven Hill,ARK,,,,,,,,,,,,,,,,,,,1,6.0,3.0,5.0,3,5,.600,3,5,.600,1.20,.600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,23.0,2,2.00,3.48,2,2.00,3,1.00,0.67,,,,,,,,,,,1,23.0,4,3,4.00,6.96,1.33,30,15.7,54,58,1.80,4.59,0.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,T.J. McConnell,DUQ,,,,,,,,,,,,,,,,,,,2,11.0,4.0,6.5,8,13,.615,6,10,.600,1.69,.692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,23.5,11,5.5,3,1.5,9.4,3.67,,,,,,,,,2,23.5,4,2.00,3.40,3,1.50,1,1.33,4.00,30,31.1,87,2.90,3.73,53,1.77,55,1.64,1.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
476,T.J. Williams,EWU,,,,,,,,,,,,,,,,,,,1,10.0,5.0,8.0,5,8,.625,5,8,.625,1.25,.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
477,Tarence Kinsey,SC,,,,,,,,,,,,,,,,,,,5,19.4,7.4,14.0,37,70,.529,30,45,.667,1.39,.579,,,,,,,,,,,,,,,,,,,,33,15.3,2.9,3.4,97,113,.858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,36.8,13,2.60,2.83,7,1.40,12,1.86,1.08,,,,,,,,,,,,,,,,,,,,,,,,,5,36.8,19.4,7.4-14.0,.529,1.4-5.0,.280,3.2-4.2,.762,,,,,,,,,,5,25.4,42,14-35,.400,6-14,.429,8-14,.571,33,34.5,505,172-391,.440,64-163,.393,97-113,.858
478,Tarik Black,MEM,,,,,,,,,,,,,,,,,,,2,9.0,4.0,6.5,8,13,.615,8,13,.615,1.38,.615,30,8.0,3.2,5.4,95,162,.586,95,162,.586,1.48,.586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,19.0,2,5,2.00,4.21,0.40,34,22.9,56,109,1.65,2.88,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
479,Terrel Harris,OKST,,,,,,,,,,,,,,,,,,,2,16.0,5.0,8.5,10,17,.588,4,5,.800,1.88,.765,,,,,,,,,,,,,2,16.0,3.0,3.5,6,7,.857,32,10.3,2.3,2.7,73,87,.839,1,5.0,1.0,2,1,2,.500,1,1,1.000,1.67,.833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,31.7,60,1.82,2.30,63,1.91,107,0.95,0.56,,,,,,,,,,,,,,,1,29.0,20.0,7.0-16.0,.438,0.0-6.0,.000,6.0-8.0,.750,,,,,,,,,,,,,,,,,,,,,,,,,,,
480,Tim Frazier,PSU,,,,,,,,,,,,,,,,,,,1,15.0,5.0,6.0,5,6,.833,4,4,1.000,2.50,.917,,,,,,,,,,,,,,,,,,,,,,,,,,,2,7.5,1.0,2,2,4,.500,1,9,.111,1.15,.308,,,,,,,,,,,,,1,40.0,7,7.0,3,3.0,7.0,2.33,33,30.5,166,5.0,79,2.4,6.6,2.10,1,40.0,2,2.00,2.00,3,3.00,4,0.67,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,37.1,18.8,6.5-15.5,.419,0.8-2.7,.314,5.0-6.3,.791,,,,,,,,,,32,37.1,602,208-497,.419,27-86,.314,159-201,.791
481,Toney Douglas,FSU,,,,,,,,,,,,,,,,,,,3,11.7,5.0,9.3,15,28,.536,14,24,.583,1.25,.554,,,,,,,,,,,,,1,26.0,8.0,9.0,8,9,.889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,31.3,11,3.7,7,2.3,4.7,1.57,,,,,,,,,,,,,,,,,,,33,35.4,90,2.73,3.08,91,2.76,87,0.99,1.03,,,,,,,,,,,,,,,1,41.0,26.0,8.0-16.0,.500,2.0-5.0,.400,8.0-9.0,.889,,,,,,,,,,3,31.3,35,15-28,.536,1-4,.250,4-5,.800,,,,,,,,,
482,Tony Allen,OKST,,,,,,,,,,,,,,,,,,,5,15.2,5.4,9.4,27,47,.574,25,42,.595,1.62,.596,,,,,,,,,,,,,5,15.2,4.0,4.4,20,22,.909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,34.0,7,3.5,7,3.5,4.1,1.00,,,,,,,,,2,34.0,7,3.50,4.12,7,3.50,5,1.00,1.40,30,31.0,56,1.87,2.41,83,2.77,86,0.67,0.65,5,33.8,7,15,1.40,1.66,0.47,,,,,,,,5,33.8,15.2,5.4-9.4,.574,0.4-1.0,.400,4.0-4.4,.909,,,,,,,,,,5,33.8,76,27-47,.574,2-5,.400,20-22,.909,30,31.3,485,177-358,.494,20-69,.290,111-172,.645
483,Victor Oladipo,IND,,,,,,,,,,,,,,,,,,,3,10.0,4.3,6.7,13,20,.650,13,18,.722,1.50,.650,33,13.6,5.1,8.5,167,279,.599,140,218,.642,1.61,.647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,28.1,74,2.24,3.19,77,2.33,83,0.96,0.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,31.3,43,15-25,.600,3-7,.429,10-14,.714,,,,,,,,,
484,Will Conroy,WASH,,,,,,,,,,,,,,,,,,,1,17.0,7.0,10.0,7,10,.700,7,8,.875,1.70,.700,,,,,,,,,,,,,3,10.7,3.7,4.0,11,12,.917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,32.0,21,7.0,8,2.7,8.8,2.63,30,26.8,139,4.6,78,2.6,6.9,1.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,30.0,17.0,7.0-10.0,.700,0.0-2.0,.000,3.0-5.0,.600,,,,,,,,,,,,,,,,,,,,,,,,,,,
485,Willie Cauley-Stein,UK,,,,,,,,,,,,,,,,,,,1,9.0,4.0,6.0,4,6,.667,4,6,.667,1.50,.667,28,8.3,3.6,5.8,101,163,.620,101,163,.620,1.43,.620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,28.8,11,11,2.20,3.06,1.00,28,23.1,59,68,2.11,3.65,0.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
